AuditSnapshotAt,MovieId,LibraryId,LibraryName,LibraryType,OriginalFilePath,OriginalFileName,MediaExistsState,DetectedNumber,DetectedNumberSource,NormalizedNumber,AuditReidentifiedNumber,AuditMatchedRule,AuditConfidence,AuditPartIndex,AuditWarnings,NumberConsistency,HasTitle,HasReleaseDate,HasStudio,StudioCount,HasSeries,SeriesCount,HasDescription,HasDirector,DirectorCount,HasActors,ActorCount,HasTags,TagCount,HasMovieTags,MovieTagCount,OfficialMovieTagCount,HasPosterDb,PosterRecordCount,HasPosterFile,PosterExistingFileCount,HasFanartDb,FanartRecordCount,HasFanartFile,FanartExistingFileCount,HasPreviewDb,PreviewRecordCount,HasPreviewFile,PreviewExistingFileCount,HasScreenshotDb,ScreenshotRecordCount,HasScreenshotFile,ScreenshotExistingFileCount,HasNfoState,NfoPath,NfoFileExists,HasImageDb,ImageRecordCount,ExistingImageFileCount,MissingImageFileCount,UnregisteredPhysicalResources,UnregisteredMissingResources,CurrentMetadataHealth,DashboardComplete,ScrapeStatus,LatestSyncTaskId,LatestSyncTaskEvidenceBackup,LatestSyncFinalStatus,LatestSuccessfulProvider,LatestFailedProvider,LatestSyncAt,MdcNgState,MetaTubeState,JavBusState,MdcPathMappingFailure,DatabaseMergeSuccess,DatabaseAddedFields,ProviderReturnSummary,ProviderMergeSummary,MetadataMergeSummary,TaskError,MainReasonCode,MainReason,SecondaryReasons,Evidence,RecommendedAction
2026-07-24T21:10:52+08:00,2533,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\已命名电影\SSIS-810+四星+宮城りえ.mp4,SSIS-810+四星+宮城りえ.mp4,Present,SSIS-810,AuditReevaluation;NotPersisted,SSIS-810+四星+宮城りえ,SSIS-810,StandardSeparated,0.97,,,Mismatch,Yes,Yes,Yes,2,Yes,1,Yes,Yes,1,Yes,1,Yes,18,No,0,0,Yes,1,Yes,1,Yes,2,Yes,2,Yes,20,Yes,20,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\SSIS-810\SSIS-810.nfo,Yes,Yes,23,23,0,,,Incomplete,No,complete,11091,upgrade_20260724_002606,Completed,MetaTube,MDC-NG,2026-07-23T13:53:11.3525036+00:00,Failed,Success,NoRetainedDetailedEvidence,Yes,Yes,Fanart;Poster;Preview,[MetaTube] 返回：有 13 项：标题、番号、日期、时长、导演、厂商、系列、标签(10)、演员(1)、Poster、Fanart、Preview(10)、简介；空：Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),[MetaTube] 补全：有 13 项：标题、番号、日期、时长、导演、厂商、系列、标签(10)、演员(1)、Poster、Fanart、Preview(10)、简介；空：Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),[Metadata Merge] 最终字段：有 13 项：标题、番号、日期、时长、导演、厂商、系列、标签(10)、演员(1)、Poster、Fanart、Preview(10)、简介；空：Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),,Q,持久化番号与当前规则库重识别结果不一致,R:任务显示完成或部分完成，但 Standard 必填字段仍不完整; J:Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,Movies.Code=SSIS-810+四星+宮城りえ; audit=SSIS-810; confidence=0.97,先修正番号/媒体库归属，再决定是否定向同步
2026-07-24T21:10:52+08:00,2534,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\已命名电影\SSIS-905+四星+清原みゆう.mp4,SSIS-905+四星+清原みゆう.mp4,Present,SSIS-905,AuditReevaluation;NotPersisted,SSIS-905+四星+清原みゆう,SSIS-905,StandardSeparated,0.97,,,Mismatch,Yes,Yes,Yes,2,Yes,1,Yes,Yes,1,Yes,2,Yes,16,No,0,0,Yes,1,Yes,1,Yes,2,Yes,2,Yes,20,Yes,20,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\SSIS-905\SSIS-905.nfo,Yes,Yes,23,23,0,,,Incomplete,No,complete,11090,upgrade_20260724_002606,Completed,MetaTube,MDC-NG,2026-07-23T13:52:58.0196220+00:00,Failed,Success,NoRetainedDetailedEvidence,Yes,Yes,Fanart;Poster;Preview,[MetaTube] 返回：有 13 项：标题、番号、日期、时长、导演、厂商、系列、标签(9)、演员(1)、Poster、Fanart、Preview(10)、简介；空：Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),[MetaTube] 补全：有 13 项：标题、番号、日期、时长、导演、厂商、系列、标签(9)、演员(1)、Poster、Fanart、Preview(10)、简介；空：Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),[Metadata Merge] 最终字段：有 13 项：标题、番号、日期、时长、导演、厂商、系列、标签(9)、演员(1)、Poster、Fanart、Preview(10)、简介；空：Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),,Q,持久化番号与当前规则库重识别结果不一致,R:任务显示完成或部分完成，但 Standard 必填字段仍不完整; J:Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,Movies.Code=SSIS-905+四星+清原みゆう; audit=SSIS-905; confidence=0.97,先修正番号/媒体库归属，再决定是否定向同步
2026-07-24T21:10:52+08:00,2535,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\已命名电影\SSIS-906+五星+好身材大长腿+持续输出.mp4,SSIS-906+五星+好身材大长腿+持续输出.mp4,Present,SSIS-906,AuditReevaluation;NotPersisted,SSIS-906+五星+好身材大长腿+持续输出,SSIS-906,StandardSeparated,0.97,,,Mismatch,Yes,Yes,Yes,2,Yes,1,Yes,Yes,1,Yes,2,Yes,17,No,0,0,Yes,1,Yes,1,Yes,2,Yes,2,Yes,20,Yes,20,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\SSIS-906\SSIS-906.nfo,Yes,Yes,23,23,0,,,Incomplete,No,complete,11089,upgrade_20260724_002606,Completed,MetaTube,MDC-NG,2026-07-23T13:52:48.0396320+00:00,Failed,Success,NoRetainedDetailedEvidence,Yes,Yes,Fanart;Poster;Preview,[MetaTube] 返回：有 13 项：标题、番号、日期、时长、导演、厂商、系列、标签(9)、演员(1)、Poster、Fanart、Preview(10)、简介；空：Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),[MetaTube] 补全：有 13 项：标题、番号、日期、时长、导演、厂商、系列、标签(9)、演员(1)、Poster、Fanart、Preview(10)、简介；空：Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),[Metadata Merge] 最终字段：有 13 项：标题、番号、日期、时长、导演、厂商、系列、标签(9)、演员(1)、Poster、Fanart、Preview(10)、简介；空：Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),,Q,持久化番号与当前规则库重识别结果不一致,R:任务显示完成或部分完成，但 Standard 必填字段仍不完整; J:Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,Movies.Code=SSIS-906+五星+好身材大长腿+持续输出; audit=SSIS-906; confidence=0.97,先修正番号/媒体库归属，再决定是否定向同步
2026-07-24T21:10:52+08:00,2536,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\已命名电影\SSIS-969+四星+つばさ舞.mp4,SSIS-969+四星+つばさ舞.mp4,Present,SSIS-969,AuditReevaluation;NotPersisted,SSIS-969+四星+つばさ舞,SSIS-969,StandardSeparated,0.97,,,Mismatch,Yes,Yes,Yes,2,No,0,Yes,Yes,1,Yes,1,Yes,16,No,0,0,Yes,1,Yes,1,Yes,2,Yes,2,Yes,20,Yes,20,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\SSIS-969\SSIS-969.nfo,Yes,Yes,23,23,0,,,Incomplete,No,complete,11088,upgrade_20260724_002606,Completed,MetaTube,MDC-NG,2026-07-23T13:52:51.4665820+00:00,Failed,Success,NoRetainedDetailedEvidence,Yes,Yes,Fanart;Poster;Preview,[MetaTube] 返回：有 12 项：标题、番号、日期、时长、导演、厂商、标签(7)、演员(1)、Poster、Fanart、Preview(10)、简介；空：系列、Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),[MetaTube] 补全：有 12 项：标题、番号、日期、时长、导演、厂商、标签(7)、演员(1)、Poster、Fanart、Preview(10)、简介；空：系列、Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),[Metadata Merge] 最终字段：有 12 项：标题、番号、日期、时长、导演、厂商、标签(7)、演员(1)、Poster、Fanart、Preview(10)、简介；空：系列、Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),,Q,持久化番号与当前规则库重识别结果不一致,R:任务显示完成或部分完成，但 Standard 必填字段仍不完整; J:Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,Movies.Code=SSIS-969+四星+つばさ舞; audit=SSIS-969; confidence=0.97,先修正番号/媒体库归属，再决定是否定向同步
2026-07-24T21:10:52+08:00,2537,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\已命名电影\SSIS-992+五星+高颜值+浅野こころ.mp4,SSIS-992+五星+高颜值+浅野こころ.mp4,Present,SSIS-992,AuditReevaluation;NotPersisted,SSIS-992+五星+高颜值+浅野こころ,SSIS-992,StandardSeparated,0.97,,,Mismatch,Yes,Yes,Yes,2,No,0,Yes,Yes,1,Yes,1,Yes,18,No,0,0,Yes,1,Yes,1,Yes,2,Yes,2,Yes,20,Yes,20,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\SSIS-992\SSIS-992.nfo,Yes,Yes,23,23,0,,,Incomplete,No,complete,11087,upgrade_20260724_002606,Completed,MetaTube,MDC-NG,2026-07-23T13:52:41.0212538+00:00,Failed,Success,NoRetainedDetailedEvidence,Yes,Yes,Fanart;Poster;Preview,[MetaTube] 返回：有 12 项：标题、番号、日期、时长、导演、厂商、标签(9)、演员(1)、Poster、Fanart、Preview(10)、简介；空：系列、Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),[MetaTube] 补全：有 12 项：标题、番号、日期、时长、导演、厂商、标签(9)、演员(1)、Poster、Fanart、Preview(10)、简介；空：系列、Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),[Metadata Merge] 最终字段：有 12 项：标题、番号、日期、时长、导演、厂商、标签(9)、演员(1)、Poster、Fanart、Preview(10)、简介；空：系列、Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),,Q,持久化番号与当前规则库重识别结果不一致,R:任务显示完成或部分完成，但 Standard 必填字段仍不完整; J:Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,Movies.Code=SSIS-992+五星+高颜值+浅野こころ; audit=SSIS-992; confidence=0.97,先修正番号/媒体库归属，再决定是否定向同步
2026-07-24T21:10:52+08:00,2538,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\已命名电影\STARS-166-制服+持续输出+高颜值.mp4,STARS-166-制服+持续输出+高颜值.mp4,Present,STARS-166,AuditReevaluation;NotPersisted,STARS-166-制服+持续输出+高颜值,STARS-166,StandardSeparated,0.97,,,Mismatch,Yes,Yes,Yes,2,Yes,1,Yes,Yes,1,Yes,1,Yes,14,No,0,0,Yes,1,Yes,1,Yes,2,Yes,2,Yes,39,Yes,39,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\STARS-166\STARS-166.nfo,Yes,Yes,42,42,0,,,Incomplete,No,complete,11086,upgrade_20260724_002606,Completed,MetaTube,MDC-NG,2026-07-23T13:53:10.0145376+00:00,Failed,Success,NoRetainedDetailedEvidence,Yes,Yes,Fanart;Poster;Preview,[MetaTube] 返回：有 13 项：标题、番号、日期、时长、导演、厂商、系列、标签(7)、演员(1)、Poster、Fanart、Preview(19)、简介；空：Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),[MetaTube] 补全：有 13 项：标题、番号、日期、时长、导演、厂商、系列、标签(7)、演员(1)、Poster、Fanart、Preview(19)、简介；空：Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),[Metadata Merge] 最终字段：有 13 项：标题、番号、日期、时长、导演、厂商、系列、标签(7)、演员(1)、Poster、Fanart、Preview(19)、简介；空：Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),,Q,持久化番号与当前规则库重识别结果不一致,R:任务显示完成或部分完成，但 Standard 必填字段仍不完整; J:Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,Movies.Code=STARS-166-制服+持续输出+高颜值; audit=STARS-166; confidence=0.97,先修正番号/媒体库归属，再决定是否定向同步
2026-07-24T21:10:52+08:00,2539,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\已命名电影\START-135+五星+持续输出+高颜值.mp4,START-135+五星+持续输出+高颜值.mp4,Present,START-135,AuditReevaluation;NotPersisted,START-135+五星+持续输出+高颜值,START-135,StandardSeparated,0.97,,,Mismatch,Yes,Yes,Yes,2,Yes,1,Yes,Yes,1,Yes,1,Yes,17,No,0,0,Yes,1,Yes,1,Yes,2,Yes,2,Yes,35,Yes,35,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\START-135\START-135.nfo,Yes,Yes,38,38,0,,,Incomplete,No,complete,11085,upgrade_20260724_002606,Completed,MetaTube,MDC-NG,2026-07-23T13:52:51.4021415+00:00,Failed,Success,NoRetainedDetailedEvidence,Yes,Yes,Fanart;Poster;Preview,[MetaTube] 返回：有 13 项：标题、番号、日期、时长、导演、厂商、系列、标签(8)、演员(1)、Poster、Fanart、Preview(16)、简介；空：Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),[MetaTube] 补全：有 13 项：标题、番号、日期、时长、导演、厂商、系列、标签(8)、演员(1)、Poster、Fanart、Preview(16)、简介；空：Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),[Metadata Merge] 最终字段：有 13 项：标题、番号、日期、时长、导演、厂商、系列、标签(8)、演员(1)、Poster、Fanart、Preview(16)、简介；空：Screenshot、评分、NFO(由同步流程生成，Provider 不直接返回),,Q,持久化番号与当前规则库重识别结果不一致,R:任务显示完成或部分完成，但 Standard 必填字段仍不完整; J:Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,Movies.Code=START-135+五星+持续输出+高颜值; audit=START-135; confidence=0.97,先修正番号/媒体库归属，再决定是否定向同步
2026-07-24T21:10:52+08:00,2540,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\已命名电影\VIDEO-2020-国产+好身材大长腿+短片-2.mp4,VIDEO-2020-国产+好身材大长腿+短片-2.mp4,Present,VIDEO-2020,AuditReevaluation;NotPersisted,VIDEO-2020-国产+好身材大长腿+短片-2,VIDEO-2020,StandardSeparated,0.97,,,Mismatch,Yes,No,No,0,No,0,No,No,0,No,0,No,0,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,,No,No,0,0,0,,,Incomplete,No,pending,11084,upgrade_20260724_002606,Failed,,MDC-NG;MetaTube,2026-07-23T13:52:28.4510145+00:00,Failed,Failed,NoRetainedDetailedEvidence,Yes,No,,,,,元数据源 未找到 VIDEO-2020 的可用详情。Attempts: Composite: empty metadata,Q,持久化番号与当前规则库重识别结果不一致,E:MDC-NG 路径映射失败且无后续 Provider 成功证据; F:MetaTube 无可合并结果,Movies.Code=VIDEO-2020-国产+好身材大长腿+短片-2; audit=VIDEO-2020; confidence=0.97,先修正番号/媒体库归属，再决定是否定向同步
2026-07-24T21:10:52+08:00,2542,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\未分类\200GANA-1570.mp4,200GANA-1570.mp4,Present,200GANA-1570,AuditReevaluation;NotPersisted,200GANA-1570,200GANA-1570,NumericStudioSeparated,0.97,,,Match,Yes,No,No,0,No,0,No,No,0,No,0,No,0,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,,No,No,0,0,0,,,Incomplete,No,pending,11083,upgrade_20260724_002606,Failed,,,2026-07-23T13:52:03.3211396+00:00,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,No,No,,,,,影片没有可用于同步的番号。,S,其他不完整，现有日志不足以进一步归因,,需按 CSV 缺失字段定向复核；不等同 Provider 失败,仅对该影片定向补同步或复核 Provider
2026-07-24T21:10:52+08:00,2543,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\未分类\224DTSL-055.mp4,224DTSL-055.mp4,Present,224DTSL-055,AuditReevaluation;NotPersisted,224DTSL-055,224DTSL-055,NumericStudioSeparated,0.97,,,Match,Yes,No,No,0,No,0,No,No,0,No,0,No,0,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,,No,No,0,0,0,,,Incomplete,No,pending,11082,upgrade_20260724_002606,Failed,,,2026-07-23T13:52:03.3187799+00:00,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,No,No,,,,,影片没有可用于同步的番号。,S,其他不完整，现有日志不足以进一步归因,,需按 CSV 缺失字段定向复核；不等同 Provider 失败,仅对该影片定向补同步或复核 Provider
2026-07-24T21:10:52+08:00,2544,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\未分类\259LUXU-1081.mp4,259LUXU-1081.mp4,Present,259LUXU-1081,AuditReevaluation;NotPersisted,259LUXU-1081,259LUXU-1081,Luxu,0.98,,,Match,Yes,Yes,Yes,1,Yes,1,Yes,No,0,Yes,1,Yes,10,No,0,0,Yes,2,Yes,2,Yes,1,Yes,1,Yes,36,Yes,36,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\259LUXU-1081\259LUXU-1081.nfo,Yes,Yes,39,39,0,,,Incomplete,No,complete,11081,upgrade_20260724_002606,Failed,,,2026-07-23T13:52:03.3164821+00:00,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,No,No,,,,,影片没有可用于同步的番号。,J,Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,,MovieGenres=10; OfficialMovieTags=0,修正统计口径；无需重新同步
2026-07-24T21:10:52+08:00,2545,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\未分类\259LUXU-1425.mp4,259LUXU-1425.mp4,Present,259LUXU-1425,AuditReevaluation;NotPersisted,259LUXU-1425,259LUXU-1425,Luxu,0.98,,,Match,Yes,Yes,Yes,1,Yes,1,Yes,No,0,Yes,1,Yes,9,No,0,0,Yes,2,Yes,2,Yes,1,Yes,1,Yes,40,Yes,40,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\259LUXU-1425\259LUXU-1425.nfo,Yes,Yes,43,43,0,,,Incomplete,No,complete,11080,upgrade_20260724_002606,Failed,,,2026-07-23T13:52:03.3130012+00:00,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,No,No,,,,,影片没有可用于同步的番号。,J,Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,,MovieGenres=9; OfficialMovieTags=0,修正统计口径；无需重新同步
2026-07-24T21:10:52+08:00,2546,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\未分类\259LUXU-491.avi,259LUXU-491.avi,Present,259LUXU-491,AuditReevaluation;NotPersisted,259LUXU-491,259LUXU-491,Luxu,0.98,,,Match,Yes,Yes,Yes,1,Yes,1,Yes,No,0,Yes,1,Yes,9,No,0,0,Yes,2,Yes,2,Yes,1,Yes,1,Yes,42,Yes,42,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\259LUXU-491\259LUXU-491.nfo,Yes,Yes,45,45,0,,,Incomplete,No,complete,11079,upgrade_20260724_002606,Failed,,,2026-07-23T13:52:03.3108847+00:00,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,No,No,,,,,影片没有可用于同步的番号。,J,Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,,MovieGenres=9; OfficialMovieTags=0,修正统计口径；无需重新同步
2026-07-24T21:10:52+08:00,2547,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\未分类\259LUXU-523.avi,259LUXU-523.avi,Present,259LUXU-523,AuditReevaluation;NotPersisted,259LUXU-523,259LUXU-523,Luxu,0.98,,,Match,Yes,Yes,Yes,1,Yes,1,Yes,No,0,Yes,1,Yes,7,No,0,0,Yes,2,Yes,2,Yes,1,Yes,1,Yes,36,Yes,36,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\259LUXU-523\259LUXU-523.nfo,Yes,Yes,39,39,0,,,Incomplete,No,complete,11078,upgrade_20260724_002606,Failed,,,2026-07-23T13:52:03.3086923+00:00,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,No,No,,,,,影片没有可用于同步的番号。,J,Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,,MovieGenres=7; OfficialMovieTags=0,修正统计口径；无需重新同步
2026-07-24T21:10:52+08:00,2548,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\未分类\259LUXU-649.mp4,259LUXU-649.mp4,Present,259LUXU-649,AuditReevaluation;NotPersisted,259LUXU-649,259LUXU-649,Luxu,0.98,,,Match,Yes,Yes,Yes,1,Yes,1,Yes,No,0,Yes,1,Yes,8,No,0,0,Yes,2,Yes,2,Yes,1,Yes,1,Yes,32,Yes,32,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\259LUXU-649\259LUXU-649.nfo,Yes,Yes,35,35,0,,,Incomplete,No,complete,11077,upgrade_20260724_002606,Failed,,,2026-07-23T13:52:03.3064789+00:00,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,No,No,,,,,影片没有可用于同步的番号。,J,Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,,MovieGenres=8; OfficialMovieTags=0,修正统计口径；无需重新同步
2026-07-24T21:10:52+08:00,2549,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\未分类\300MIUM-825.mp4,300MIUM-825.mp4,Present,300MIUM-825,AuditReevaluation;NotPersisted,300MIUM-825,300MIUM-825,NumericStudioSeparated,0.97,,,Match,Yes,Yes,Yes,2,Yes,1,Yes,No,0,Yes,3,Yes,19,No,0,0,Yes,2,Yes,2,Yes,1,Yes,1,Yes,60,Yes,60,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\300MIUM-825\300MIUM-825.nfo,Yes,Yes,63,63,0,,,Incomplete,No,complete,11076,upgrade_20260724_002606,Failed,,,2026-07-23T13:52:03.3044244+00:00,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,No,No,,,,,影片没有可用于同步的番号。,J,Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,,MovieGenres=19; OfficialMovieTags=0,修正统计口径；无需重新同步
2026-07-24T21:10:52+08:00,2550,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\未分类\300MIUM-859.mp4,300MIUM-859.mp4,Present,300MIUM-859,AuditReevaluation;NotPersisted,300MIUM-859,300MIUM-859,NumericStudioSeparated,0.97,,,Match,Yes,Yes,Yes,3,Yes,1,Yes,No,0,Yes,2,Yes,19,No,0,0,Yes,2,Yes,2,Yes,1,Yes,1,Yes,60,Yes,60,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\300MIUM-859\300MIUM-859.nfo,Yes,Yes,63,63,0,,,Incomplete,No,complete,11075,upgrade_20260724_002606,Failed,,,2026-07-23T13:52:03.3014408+00:00,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,No,No,,,,,影片没有可用于同步的番号。,J,Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,,MovieGenres=19; OfficialMovieTags=0,修正统计口径；无需重新同步
2026-07-24T21:10:52+08:00,2551,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\未分类\300MIUM-886.mp4,300MIUM-886.mp4,Present,300MIUM-886,AuditReevaluation;NotPersisted,300MIUM-886,300MIUM-886,NumericStudioSeparated,0.97,,,Match,Yes,Yes,Yes,3,Yes,1,Yes,No,0,Yes,3,Yes,19,No,0,0,Yes,2,Yes,2,Yes,1,Yes,1,Yes,60,Yes,60,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\300MIUM-886\300MIUM-886.nfo,Yes,Yes,63,63,0,,,Incomplete,No,complete,11074,upgrade_20260724_002606,Failed,,,2026-07-23T13:52:03.2990969+00:00,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,No,No,,,,,影片没有可用于同步的番号。,J,Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,,MovieGenres=19; OfficialMovieTags=0,修正统计口径；无需重新同步
2026-07-24T21:10:52+08:00,2552,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\未分类\300NTK-213.mp4,300NTK-213.mp4,Present,300NTK-213,AuditReevaluation;NotPersisted,300NTK-213,300NTK-213,NumericStudioSeparated,0.97,,,Match,Yes,Yes,Yes,2,Yes,1,Yes,No,0,Yes,1,Yes,6,No,0,0,Yes,2,Yes,2,Yes,1,Yes,1,Yes,48,Yes,48,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\300NTK-213\300NTK-213.nfo,Yes,Yes,51,51,0,,,Incomplete,No,complete,11073,upgrade_20260724_002606,Failed,,,2026-07-23T13:52:03.2957889+00:00,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,No,No,,,,,影片没有可用于同步的番号。,J,Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,,MovieGenres=6; OfficialMovieTags=0,修正统计口径；无需重新同步
2026-07-24T21:10:52+08:00,2553,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\未分类\300NTK-706.mp4,300NTK-706.mp4,Present,300NTK-706,AuditReevaluation;NotPersisted,300NTK-706,300NTK-706,NumericStudioSeparated,0.97,,,Match,Yes,Yes,Yes,2,Yes,1,Yes,No,0,Yes,2,Yes,11,No,0,0,Yes,2,Yes,2,Yes,1,Yes,1,Yes,36,Yes,36,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\300NTK-706\300NTK-706.nfo,Yes,Yes,39,39,0,,,Incomplete,No,complete,11072,upgrade_20260724_002606,Failed,,,2026-07-23T13:52:03.2937563+00:00,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,No,No,,,,,影片没有可用于同步的番号。,J,Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,,MovieGenres=11; OfficialMovieTags=0,修正统计口径；无需重新同步
2026-07-24T21:10:52+08:00,2554,5,电影,Standard,Z:\bcbcbcbc\ca-ES\data\未分类\336KNB-272.mp4,336KNB-272.mp4,Present,336KNB-272,AuditReevaluation;NotPersisted,336KNB-272,336KNB-272,NumericStudioSeparated,0.97,,,Match,Yes,Yes,Yes,2,Yes,1,Yes,No,0,Yes,1,Yes,10,No,0,0,Yes,2,Yes,2,Yes,1,Yes,1,Yes,32,Yes,32,No,0,No,0,Yes,Z:\bcbcbcbc\ca-ES\LocalMediaManager\NFO\336KNB-272\336KNB-272.nfo,Yes,Yes,35,35,0,,,Incomplete,No,complete,11071,upgrade_20260724_002606,Failed,,,2026-07-23T13:52:03.2917214+00:00,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,NoRetainedDetailedEvidence,No,No,,,,,影片没有可用于同步的番号。,J,Provider 标签已在 MovieGenres，但 Dashboard/Health 查询 MovieTags,,MovieGenres=10; OfficialMovieTags=0,修正统计口径；无需重新同步
